asset_nbr,asset_stats,install_dt,modlty_full,custmr_catgry_full,custmr_typ_full,srv_regn_full,divsn_full,warrnty_start_dt,warrnty_end_dt,contract_flag,warrnty_end_mnth,warrnty_flg,inputrowindex
ASSET456,Installed,2016-06-14,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-06-14,2017-06-19,Y,201706,Y,457
ASSET457,Installed,2016-06-22,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-06-22,2017-06-27,N,201706,Y,458
ASSET458,Installed,2016-12-30,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-12-30,2018-01-04,N,201801,N,459
ASSET459,Installed,2016-05-23,MODLTY4,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-05-23,2017-05-28,N,201705,Y,460
ASSET460,Installed,2016-11-22,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-11-22,2017-11-27,N,201711,Y,461
ASSET461,Installed,2016-12-15,MODLTY1,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-12-15,2017-12-20,N,201712,Y,462
ASSET462,Available,2017-03-03,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-03,2018-03-08,N,201803,N,463
ASSET463,Installed,2016-06-17,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-06-17,2017-06-22,N,201706,Y,464
ASSET464,Available,2016-07-14,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-07-14,2017-07-19,N,201707,Y,465
ASSET465,Installed,2016-06-25,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-06-25,2017-06-30,Y,201706,Y,466
ASSET466,Installed,2017-02-03,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-03,2018-02-08,N,201802,N,467
ASSET467,Available,2016-10-21,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-10-21,2017-10-26,N,201710,Y,468
ASSET468,Shipped,2017-04-18,MODLTY4,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2017-04-18,2017-04-18,N,201704,Y,469
ASSET469,Installed,2016-11-04,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-11-04,2017-11-09,Y,201711,Y,470
ASSET470,Installed,2016-04-13,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-04-13,2017-04-18,Y,201704,Y,471
ASSET471,Installed,2016-12-05,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-12-05,2017-12-10,N,201712,Y,472
ASSET472,Shipped,2016-11-28,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-11-28,2017-12-03,N,201712,Y,473
ASSET473,Installed,2016-06-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-06-29,2017-07-04,N,201707,Y,474
ASSET474,Installed,2017-03-08,MODLTY0,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-07,2017-12-17,N,201712,Y,475
ASSET475,Shipped,2017-06-06,MODLTY3,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-06-06,2017-12-11,N,201712,Y,476
ASSET476,Installed,2016-08-25,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-08-25,2017-08-30,Y,201708,Y,477
ASSET477,Installed,2016-09-22,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-09-22,2017-09-27,Y,201709,Y,478
ASSET478,Installed,2016-06-09,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-06-09,2017-06-14,Y,201706,Y,479
ASSET479,Shipped,2017-06-16,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-06-29,2017-07-04,N,201707,Y,480
ASSET480,Installed,2017-01-05,MODLTY11,,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-01-05,2018-01-10,N,201801,N,481
ASSET481,Installed,2016-09-17,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-17,2017-09-22,Y,201709,Y,482
ASSET482,Available,2016-11-03,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-11-03,2017-11-08,N,201711,Y,483
ASSET483,Shipped,2017-12-04,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-12-04,2017-12-16,N,201712,Y,484
ASSET484,Shipped,2017-02-16,MODLTY4,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN6,DIVSN5,2017-02-16,2018-02-21,N,201802,N,485
ASSET485,Installed,2015-12-23,MODLTY5,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-06-01,2017-05-31,Y,201705,Y,486
ASSET486,Installed,2016-07-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-03-31,2017-04-10,Y,201704,Y,487
ASSET487,Installed,2016-04-04,MODLTY0,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-04-04,2017-04-09,Y,201704,Y,488
ASSET488,Installed,2016-12-23,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-23,2017-12-28,N,201712,Y,489
ASSET489,Shipped,2017-01-12,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-01-12,2018-01-17,N,201801,N,490
ASSET490,Installed,2017-02-17,MODLTY11,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2017-02-17,2018-02-22,N,201802,N,491
ASSET491,Installed,2016-04-05,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-04-05,2017-04-09,N,201704,Y,492
ASSET492,Installed,2016-12-22,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-12-22,2017-12-27,N,201712,Y,493
ASSET493,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-30,2018-01-04,N,201801,N,494
ASSET494,Available,2017-02-02,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-02-02,2018-02-07,N,201802,N,495
ASSET495,Installed,2016-09-27,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,N,201710,Y,496
ASSET496,Installed,2005-05-27,MODLTY7,CUSTMR_CATGRY17,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-02-20,2017-08-27,Y,201708,Y,497
ASSET497,Installed,2017-01-31,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-01-31,2018-02-05,N,201802,N,498
ASSET498,Installed,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-18,N,201706,Y,499
ASSET499,Available,2017-04-26,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-04-26,2017-05-08,N,201705,Y,500
ASSET500,Installed,2016-05-11,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-05-11,2017-05-21,N,201705,Y,501
ASSET501,Installed,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-18,N,201706,Y,502
ASSET502,Installed,2016-06-30,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-30,2017-07-05,Y,201707,Y,503
ASSET503,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-25,2018-01-30,N,201801,N,504
ASSET504,Installed,2016-03-29,MODLTY0,CUSTMR_CATGRY16,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-03-29,2017-04-03,Y,201704,Y,505
ASSET505,Installed,2016-07-12,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-07-12,2017-07-17,Y,201707,Y,506
ASSET506,Installed,2016-05-24,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-05-24,2017-05-29,Y,201705,Y,507
ASSET507,Installed,2017-02-10,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-02-10,2018-02-15,N,201802,N,508
ASSET508,Installed,2017-01-12,MODLTY11,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-01-12,2018-01-19,Y,201801,N,509
ASSET509,Installed,2016-11-04,MODLTY2,CUSTMR_CATGRY13,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-11-04,2017-11-09,Y,201711,Y,510
ASSET510,Installed,2017-02-28,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-02-28,2018-03-05,Y,201803,N,511
ASSET511,Installed,2016-09-27,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2016-09-27,2017-10-02,N,201710,Y,512
ASSET512,Installed,2017-02-21,MODLTY0,,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-02-21,2018-02-26,N,201802,N,513
ASSET513,Shipped,2016-09-08,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-09-08,2017-09-13,N,201709,Y,514
ASSET514,Installed,2016-12-27,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2016-12-27,2018-01-01,N,201801,N,515
ASSET515,Shipped,2016-11-15,MODLTY0,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-15,2017-11-20,N,201711,Y,516
ASSET516,Installed,2016-04-15,MODLTY9,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-04-15,2017-04-20,N,201704,Y,517
ASSET517,Available,2016-06-15,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-06-15,2017-06-20,N,201706,Y,518
ASSET518,Shipped,2017-11-01,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-11-01,2017-11-13,N,201711,Y,519
ASSET519,Shipped,2016-05-18,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-05-18,2017-05-23,N,201705,Y,520
ASSET520,Installed,2017-03-18,MODLTY9,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-03-18,2018-03-23,N,201803,N,521
ASSET521,Installed,2016-12-07,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-12-07,2017-12-12,Y,201712,Y,522
ASSET522,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-30,2018-01-04,Y,201801,N,523
ASSET523,Installed,2016-04-04,MODLTY0,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-04-04,2017-04-09,Y,201704,Y,524
ASSET524,Installed,2012-11-08,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2012-11-08,2017-11-07,N,201711,Y,525
ASSET525,Installed,2017-02-27,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-02-27,2018-03-04,Y,201803,N,526
ASSET526,Installed,2017-02-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-02-08,2018-02-18,N,201802,N,527
ASSET527,Available,2017-02-10,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-02-10,2018-02-15,N,201802,N,528
ASSET528,Installed,2017-02-09,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-09,2018-02-14,N,201802,N,529
ASSET529,Installed,2016-06-01,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-06-01,2017-06-06,N,201706,Y,530
ASSET530,Installed,2016-09-22,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-22,2017-09-27,Y,201709,Y,531
ASSET531,Installed,2016-10-17,MODLTY11,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-10-17,2017-10-16,Y,201710,Y,532
ASSET532,Installed,2016-04-08,MODLTY2,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-04-08,2017-04-13,N,201704,Y,533
ASSET533,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-01-25,2018-02-04,N,201802,N,534
ASSET534,Installed,2016-12-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-29,2018-01-03,N,201801,N,535
ASSET535,Installed,2017-01-16,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-01-16,2018-01-21,N,201801,N,536
ASSET536,Installed,2016-12-22,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-12-22,2017-12-27,N,201712,Y,537
ASSET537,Installed,2016-09-12,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-12,2017-09-17,Y,201709,Y,538
ASSET538,Installed,2016-06-30,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-05-11,2017-05-21,N,201705,Y,539
ASSET539,Shipped,2017-08-23,MODLTY2,CUSTMR_CATGRY8,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-08-23,2017-11-27,N,201711,Y,540
ASSET540,Installed,2016-12-19,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2016-12-19,2017-12-24,N,201712,Y,541
ASSET541,Installed,2016-11-30,MODLTY4,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-11-30,2017-12-05,N,201712,Y,542
ASSET542,Installed,2016-08-30,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-08-30,2017-09-04,Y,201709,Y,543
ASSET543,Installed,2016-12-14,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-12-14,2017-12-19,N,201712,Y,544
ASSET544,Installed,2017-02-07,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN13,DIVSN1,2017-02-07,2018-02-12,N,201802,N,545
ASSET545,Installed,2016-12-19,MODLTY1,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-12-19,2017-12-24,N,201712,Y,546
ASSET546,Installed,2016-08-02,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2016-08-02,2017-08-07,Y,201708,Y,547
ASSET547,Shipped,2016-11-01,MODLTY7,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2016-11-01,2017-11-06,N,201711,Y,548
ASSET548,Installed,2017-01-18,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-01-18,2018-01-23,N,201801,N,549
ASSET549,Installed,2016-09-22,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-09-22,2017-09-27,N,201709,Y,550
ASSET550,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-12-30,2018-01-04,N,201801,N,551
ASSET551,Installed,2016-10-19,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-10-19,2017-10-24,Y,201710,Y,552
ASSET552,Installed,2016-03-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN11,DIVSN2,2016-03-29,2017-04-03,Y,201704,Y,553
ASSET553,Installed,2016-11-11,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN14,DIVSN6,2016-11-11,2017-11-16,Y,201711,Y,554
ASSET554,Installed,2017-03-20,MODLTY1,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-20,2018-03-25,N,201803,N,555
ASSET555,Installed,2016-07-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-07-29,2017-08-03,N,201708,Y,556
ASSET556,Installed,2017-05-01,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2017-05-01,2017-05-13,Y,201705,Y,557
ASSET557,Shipped,2017-03-23,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2017-03-23,2018-03-28,N,201803,N,558
ASSET558,Shipped,2016-12-27,MODLTY0,CUSTMR_CATGRY6,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-12-27,2018-01-06,N,201801,N,559
ASSET559,Installed,2016-07-20,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-07-20,2017-07-25,N,201707,Y,560
ASSET560,Installed,2016-06-30,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-06-30,2017-07-05,N,201707,Y,561
ASSET561,Installed,2017-03-16,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-03-16,2018-03-21,Y,201803,N,562
ASSET562,Installed,2016-11-30,MODLTY6,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-11-30,2017-12-05,Y,201712,Y,563
ASSET563,Available,2017-03-10,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-03-10,2018-03-15,N,201803,N,564
ASSET564,Installed,2016-12-30,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-30,2018-01-04,N,201801,N,565
ASSET565,Installed,2016-03-28,MODLTY2,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN4,DIVSN4,2016-03-28,2017-04-02,N,201704,Y,566
ASSET566,Installed,2016-04-06,MODLTY2,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-04-06,2017-04-19,Y,201704,Y,567
ASSET567,Installed,2017-03-10,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-03-10,2018-03-15,Y,201803,N,568
ASSET568,Installed,2016-10-12,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN2,DIVSN2,2016-10-12,2017-10-17,Y,201710,Y,569
ASSET569,Installed,2016-12-20,MODLTY4,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-12-20,2017-12-25,N,201712,Y,570
ASSET570,Installed,2017-03-23,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-03-23,2018-03-28,N,201803,N,571
ASSET571,Shipped,2017-01-19,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-19,2018-01-24,N,201801,N,572
ASSET572,Installed,2016-11-01,MODLTY1,CUSTMR_CATGRY14,CUSTMR_TYP0,SRV_REGN5,DIVSN0,2016-11-01,2017-11-06,N,201711,Y,573
ASSET573,Shipped,2017-01-18,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-18,2018-01-23,Y,201801,N,574
ASSET574,Installed,2016-05-12,MODLTY2,CUSTMR_CATGRY2,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-05-12,2017-05-16,N,201705,Y,575
ASSET575,Installed,2017-01-27,MODLTY4,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2017-01-27,2018-02-01,N,201802,N,576
ASSET576,Installed,2016-04-18,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2016-04-18,2017-04-23,Y,201704,Y,577
ASSET577,Shipped,2016-09-08,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-09-08,2017-09-18,N,201709,Y,578
ASSET578,Installed,2016-05-31,MODLTY4,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN6,DIVSN5,2016-05-31,2017-06-05,Y,201706,Y,579
ASSET579,Installed,2016-09-13,MODLTY5,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-09-13,2017-09-18,Y,201709,Y,580
ASSET580,Installed,2017-03-23,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2017-03-23,2018-03-28,N,201803,N,581
ASSET581,Installed,2016-06-27,MODLTY5,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-06-27,2017-07-02,Y,201707,Y,582
ASSET582,Installed,2014-06-19,MODLTY8,CUSTMR_CATGRY10,CUSTMR_TYP1,SRV_REGN7,DIVSN3,2014-06-19,2017-06-28,N,201706,Y,583
ASSET583,Installed,2016-08-19,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-08-19,2017-08-24,N,201708,Y,584
ASSET584,Installed,2017-01-05,MODLTY0,CUSTMR_CATGRY5,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2017-01-05,2018-01-10,Y,201801,N,585
ASSET585,Installed,2016-11-16,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-16,2017-11-21,Y,201711,Y,586
ASSET586,Available,2017-02-10,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2017-02-10,2018-02-15,N,201802,N,587
ASSET587,Installed,2016-04-01,MODLTY2,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN8,DIVSN4,2016-04-01,2017-04-06,Y,201704,Y,588
ASSET588,Installed,2016-06-10,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN12,DIVSN3,2016-06-10,2017-06-15,N,201706,Y,589
ASSET589,Installed,2016-12-29,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-12-29,2018-01-03,N,201801,N,590
ASSET590,Installed,2016-11-16,MODLTY1,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-11-16,2017-11-21,Y,201711,Y,591
ASSET591,Available,2016-09-25,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-09-25,2017-09-30,N,201709,Y,592
ASSET592,Installed,2016-09-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2016-09-22,2017-10-02,N,201710,Y,593
ASSET593,Installed,2016-06-02,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-06-02,2017-06-07,N,201706,Y,594
ASSET594,Shipped,2016-04-21,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2016-04-21,2017-04-26,N,201704,Y,595
ASSET595,Shipped,2016-12-31,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-12-31,2018-01-05,N,201801,N,596
ASSET596,Installed,2016-06-08,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN1,DIVSN1,2016-06-08,2017-06-18,N,201706,Y,597
ASSET597,Installed,2016-12-20,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-12-20,2017-12-25,N,201712,Y,598
ASSET598,Installed,2016-05-09,MODLTY7,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2016-05-09,2017-05-14,N,201705,Y,599
ASSET599,Shipped,2017-03-03,MODLTY2,CUSTMR_CATGRY7,CUSTMR_TYP0,SRV_REGN10,DIVSN7,2017-03-03,2018-03-08,N,201803,N,600
ASSET600,Installed,2017-01-25,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2017-01-25,2018-01-30,N,201801,N,601
ASSET601,Installed,2017-01-12,MODLTY6,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN9,DIVSN6,2017-01-12,2018-01-17,Y,201801,N,602
ASSET602,Installed,2016-11-22,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-11-22,2017-11-27,Y,201711,Y,603
ASSET603,Installed,2016-03-31,MODLTY0,CUSTMR_CATGRY1,CUSTMR_TYP0,SRV_REGN7,DIVSN3,2016-03-31,2017-04-05,N,201704,Y,604
ASSET604,Installed,2016-08-16,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN3,DIVSN3,2016-08-16,2017-08-21,N,201708,Y,605
ASSET605,Installed,2017-01-31,MODLTY0,CUSTMR_CATGRY0,CUSTMR_TYP0,SRV_REGN0,DIVSN0,2017-01-31,2018-02-05,N,201802,N,606
ASSET606,Installed,2016-07-07,MODLTY0,CUSTMR_CATGRY11,CUSTMR_TYP0,SRV_REGN16,DIVSN2,2016-05-17,2017-05-22,N,201705,Y,607
ASSET607,Shipped,2016-11-28,MODLTY0,CUSTMR_CATGRY12,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2016-11-28,2017-12-03,N,201712,Y,608
ASSET608,Available,2016-08-12,MODLTY2,CUSTMR_CATGRY9,CUSTMR_TYP1,SRV_REGN4,DIVSN4,2016-08-12,2017-08-17,N,201708,Y,609
ASSET609,Installed,2017-01-17,MODLTY0,CUSTMR_CATGRY4,CUSTMR_TYP0,SRV_REGN15,DIVSN1,2017-01-17,2018-01-22,Y,201801,N,610
